"","id_of_tweet","cleaned_text.x","batch","sentiment","error","created_at","total_interactions_count"
"1492",12840,"Public health folks I know that we are not all experts on Israel  medicine are unattainable. Speak on these things. This is why we study what we studied.",2,"0","",16,3406
"1493",12868,"Update The secret connection between mysterious HAMAS Chief Muhammad Deif and . According to CCPs classified files from our sources After prison Deif was sent toby Palestine Liberation Organizatio in 1996. In PLAs Ordnance Engineering College Deif studied",2,"0","",16,1533
"1494",12875,"If half of Palestine is under 18 how did they elect Hamas? If Israel did a genocide then how are there so many Palestinian kids? Lots of people arent doing any thinking at all.",2,"1","",16,3902
"1495",12898,"Your position on Palestine is more than enough for me to cut you off. Go fuck yourselves",2,"-1","",16,2372
"1496",12914,"UC Berkeley students of all backgrounds and religions say Free Palestine",2,"-1","",16,2573
"1497",12915,"NASHVILLE Rep.plans to file legislation to prevent the Biden administration from allowing Palestinians to seek refuge into  inhumanely saying we must stop Biden from importing terrorists Half of Palestine is children.",2,"1","",16,1257
"1498",12951,"Holy sht Trump said in Iowa today that hes going to cancel student visas of the types of students marching in Free Palestine protests LETS GO",2,"1","",16,1898
"1499",13026,"Just as a reminder prior to the most recent bombing Israel had already bombed 22 hospitals in the previous 9 days.",2,"-1","",17,66179
"1500",13061,"palestinians are saying their goodbyes and grieving dead family while israelis are posting vlogs about making gluten free pastries for soldiers. if you support israel or are even one of those both sides people just block me pls",2,"-1","",17,43888
"1501",13086,"The aftermath of Israels bombing of the LAST CHRISTIAN HOSPITAL in Gaza. Over 500 civilians are dead. Still no condemnation fromfor this horrific war crime.",2,"-1","",17,25601
"1502",13106,"whats barbaric is the fact that you have Slaughtered 1200 children so far Cut off water  journalists",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,21788
"1503",13141,"This is the second hospital Israel has bombed in Gaza this week by the way.",2,"-1","",17,17159
"1504",13146,"Gina 90 survived the Holocaust inflicted by the Nazis against the Jews. She witnessed the atrocities that took the lives of 6 million Jews. Last week Hamas terrorists invaded her home in Israel and shot her to death. She was murdered in cold blood. May her memory be a",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,21068
"1505",13156,"Instead of mourning our dead instead of calling out the atrocities we are now busy correcting a very poor thought out disinformation campaign by Israel that includes multiple deleted tweets as well as proof videos with 2022 time stamps. We shouldn't have to do that.",2,"-1","",17,19234
"1506",13193,"BREAKING NEWS  Donald Trump who is leading in all surveys promises that If elected he will bar Gaza Refugees  revoke visas",2,"1","",17,25856
"1507",13206,"Would it be awkward to attend a classified briefing on Israel when youve been accused of being a foreign agent for lets say a country like Egypt. Asking for a friend.",2,"0","",17,37018
"1508",13220,"Sisters Yael and Noiya have been missing since the October 7th Hamas Massacre. Their mom was murdered. Their dad is missing. Help us bring them home. Share this.",2,"1","",17,10168
"1509",13258,"Don't forget today! The press statement was made among the funerals of Palestinians at AlHamadani Hospital which was targeted by Israel. 18 October 2023 Gaza",2,"-1","",17,8915
"1510",13262,"Wow. Physician atpraises and glorifies the Hamas terrorists who paraglided into Israel and raped and murdered women burned and beheaded babies murdered over 1400 people including Americans and took hundreds of hostages including Americans. Would you feel",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,9610
"1511",13270,"For those who believe ordinary Gazans did not support Hamas in the horrific October7Massacre in south Israel here is part of the mob that followed them in that day. HamasisISIS",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,7513
"1512",13304,"On Sunday Israel told civilians of North Gaza to flee to Khan Younis. On Monday this is what they did to Khan Younis. Remember this as our media uncritically parrot the lie that Israel is not targeting civilians. 44",2,"-1","",17,11014
"1513",13312,"A few halfformed latenight thoughts. Israel's room for maneuver on a ground invasion has just shrunk dramatically. Not just because it has lost a good deal of international support but because the region is now boiling.",2,"1","",17,8830
"1514",13328,"Mohammed Hijab lied through his teeth on national TV. Not only collateral damage is perfectly fine in Islam but you can take noncombatants as SEX SLAVES. Under normal circumstances people like Hijab justify sex slavery and collateral damage but in light of this conflict they",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,3267
"1515",13342,"One other thing on the hospital strike. Whatever your views on the conflict does anyone seriously think Israel would target a hospital in Gaza just as Joe Biden is stepping on Air Force One.",2,"1","",17,4420
"1516",13357,"At least 15 Journalist have been killed in the IsraelGaza conflict",2,"0","",17,994
"1517",13371,"Since the tragic attacks last week and as the horrific IsraelHamas conflict unfolds we remain focused on the safety and stability of theplatform for our users partners and customers who depend on us for critical connection information and access. We're taking action and",2,"0","",17,2570
"1518",13376,"This is what Turkey helped Azerbaijan do to Artsakh's Armenians. This is what Turkey is doing to Kurds in Syria. This is what Turkey did in Cyprus. Turkey has no interest in Palestinian rights. Turkey's goal has only ever been to fuel regional conflict to divide  conquer.",2,"0","",17,1020
"1519",13391,"The IsraeliPalestine Conflict was meant to Conquer and Divideand its working. Stay focussed. Its not a coincidence that the Communists are united.",2,"0","",17,858
"1520",13435,"War is raging in Eastern Europe the Middle East is on the cusp of a regional conflagration and we face related instability and conflict at home. Surely an urgent review and significant uplift of the UKs policing intelligence and defence must be ordered.",2,"0","",17,478
"1521",13458,"doctors children entire families are wiped out. they want to erase palestinians from their land. this is no conflict.",2,"-1","",17,457
"1522",13488,"I'm seeing so much conversation about the Israel  Hamas War dissecting the conflict like it's a great enigma. Here's the obvious thing NOBODY is talking about!",2,"0","",17,193
"1523",13526,"The headline figures from Tigray Above120000 people have been subjected to conflictrelated sexual violence! Seek Justice4Tigray and press for ReturnICHREE to investigate crimes for lasting peace in .",2,"0","",17,50
"1524",13577,"This honestly is the best and only way to understand the Israel conflict. Its much more than you might think Link tochatin following thread",2,"0","",17,121
"1525",13610,"Top universities facing antisemitism accusations losing longtime donors amid IsraelHamas conflict",2,"1","",17,90
"1526",13613,"Expanding on my points 1 It is clear some kind of explosion occurred at the Gaza hospital. 2 It is clear there are many injured and likely many dead. Wherever you stand on the conflict do not celebrate civilians dying. They are human beings. Retain your humanity.",2,"0","",17,153
"1527",13622,"No more both sides. No more too complex. No more nuanced. No more conflict. No more silence. No fucking more.",2,"0","",17,68
"1528",13625,"this isnt a fight this isnt a war this isnt a conflict this isnt a vs. this is the genocide and ethnic cleansing of palestinians that is happening right now and people with immense power are funding it. there is no staying the fuck neutral",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,71
"1529",13637,"The Libertarian Party of Kentucky condemns the deployment of any US military personnel to the Israel Gaza War.It is far too often Kentucky families are asked to volunteer their sons and daughters to international conflict.It is also far too often that these sacrifices lead to",2,"0","",17,116
"1530",13646,"BREAKING Anwar El Ghazi has been immediately suspended by proZionist football club Mainz Club statement That decision is in response to a social media post by the 28yearold that has since been deleted. In this El Ghazi took a position on the conflict in the Middle",2,"-1","",17,141
"1531",13661,"Journalists currently reporting on the IsraelGaza conflict or planning to in the coming days You can contact CPJ anytime with questions about your safety and security. And review and share CPJ's JournalistSafety resources below",2,"0","",17,39
"1532",13670,"It would be great if there was some way to quickly establish whether or not an account was actually affiliated with an outlet or not especially during a sensitive global conflict Like some kind of quick visual marker",2,"0","",17,80
"1533",13676,"Jordan ditches summit with Biden as conflict pushes region and World to the brink of WW3! Read more below",2,"0","",17,38
"1534",13681,"The conflict coming full circle",2,"0","",17,144
"1535",13684,"What the bible is saying about this Middle East conflict is so scary",2,"0","",17,103
"1536",13698,"Nobody asked but in case anyones curious my position on the IsraelHamas conflict is as follows and has been since the beginning 1 Hamas is the clear cut villains this does not mean Israel is wholly innocent  no country on earth is especially when they are at war",2,"1","",17,73
"1537",13704,"All we have to ask is when was the last time Hamas had a rocket powerful enough to level an entire building killing hundreds of people?",2,"-1","",17,49668
"1538",13741,"As it turns out Hamas and Islamic Jihad had absolutely no need to plan a sophisticated operation against Israel. They could have blown up their own people en masse and the world would have erupted in anger and blamed Israel and Jews anyway",2,"1","",17,2477
"1539",13762,"BBC correspondent The destruction of the hospital was certainly the work of Israel because Hamas does not possess missiles with this destructive capacity",2,"-1","",17,975
"1540",13775,"I agree. Im a hater for worrying about my family in light of Hamas overture of peace 10 days ago.If I were a good human being Id worry about the safety of the Hamas fighters rather than those entitled babies who were slaughtered. Im sorry. Ill do better.",2,"1","",17,1474
"1541",13776,"Breaking Turkey IsraelPalestine Right Now  Israeli Consulate in Istanbul Turkey was set on fire by Palestinian Hamas Terrorists chanting Allah Hu Akbar.",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,617
"1542",13789,"Hamas just took credit for Jada Pinketts book tour",2,"0","",17,1908
"1543",13799,"Hamas has no right to exist",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,532
"1544",13813,"Is the pentagons position that the church of England is collaborating with Hamas",2,"0","",17,566
"1545",13835,"NetanyahuAcriminalofwar PalestineGenocide The largest Jewish channel in the Russian language moments before the hospital bombing said Gaza awaits its gift. After the bombing they said Did you see the gift? We promised it to you. Then they said Hamas is extremely",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,115
"1546",13878,"Not surprised that you are spouting discredited Hamas propaganda. Ill wait for your retraction and apology. Youre a disgrace",2,"1","",17,280
"1547",13936,"Dang man not only did Hamas bring isis flags to an operation print color coded instructions for their entire operation marked top secret but now they even spoke over the phone about a false flag",2,"1","",17,48
"1548",13943,"When they realized what they did and the repercussions that will follow so they immediately started blaming hamas for the hospital strike",2,"-1","",17,89
"1549",13944,"People dont appreciate that Israel has Hamas on their southwest border in Gaza Islamic Jihad on their eastern border in the West Bank Hezbollah on their northern border in Lebanon and they share a sliver of a border with Syria as well. 3 terrorist organizations all plotting",2,"1","",17,43
"1550",13953,"The entire world should know It was barbaric terrorists in Gaza that attacked the hospital in Gaza and not the IDF. Those who brutally murdered our children also murder their own children.",2,"1","",17,119431
"1551",13981,"Omg! This is the loudest airstrike ever!!!!!!!! Gaza",2,"-1","",17,20981
"1552",13983,"Airstrikes across Gaza. Pray for us.",2,"-1","",17,18471
"1553",13991,"Palestinian rockets can flatten an entire hospital in Gaza but as soon as they cross the wall they become weak homemade explosives which only do superficial damage to Israeli buildings.",2,"1","",17,17571
"1554",14041,"We are being subjected to genocide. The Israeli occupation bombed everything bombing churches mosques hospitals and homes. Nothing is safe here! If you are a human being you must take to the streets tomorrow to denounce the Holocaust he is committing against Gaza.",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,2203
"1555",14043,"The BabtistHospital of Gaza is 140 years old. It was built and is still funded by Western Christian institutions. Nonetheless the majority of Christian Zionists in the US and the UK are Babtists who betray every religious and human value in support of Zionist fascism.",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,2389
"1556",14061,"Israel's ethnic cleansing plan is to force Palestinians from Gaza into tent cities in the desert of Egypt's Sinai Peninsula. Israels ex deputy foreign minister Danny Ayalon a Netanyahu advisor admitted this to Al Jazeera. Source and more info here",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,1704
"1557",14110,"The Israeli state is not a legitimate source The Israeli army is not a legitimate source The Israeli ambassador is not a legitimate source Israel has a vested interest in whitewashing its war crimes so it can continue to mass bomb Gaza",2,"-1","",17,1010
"1558",14143,"Palestine before war.What a lovely country",2,"-1","",17,146672
"1559",14169,"Tiktok is sick! Kesian Nadiyah Shahab her tiktok account yang 400k followerskena deleted due to her multiple contents on Palestine",2,"-1","",17,8170
"1560",14176,"China stands with Palestine",2,"-1","",17,8883
"1561",14203,"..  ",2,"0","",17,3786
"1562",14263,"thread of links to help and support palestine.",2,"-1","",17,1428
"1563",14269,"Its actually crazy how they make you feel like youre in the wrong for defending Palestine and call you antisemitic for having empathy for the innocent lives that have been lost at the hands of Israel.",2,"-1","",17,4744
"1564",14277,"Players supported Ukraine but players cannot support Palestine. Hypocrisy  Double standard..",2,"-1","",17,7690
"1565",14297,"Why do I feel like Hamas is actually working for Israel to clear out the land so Israel can get the entire portion of what was once Palestine? I see Hamas as a controlled proxy group similar to Patriot Front BLM and Antifa in the US. Another Mossad run proxy group is ISIS. Every",2,"-1","",17,2495
"1566",14300,"keep spreading the news. keep raising awareness. palestinians need you to keep spreading the word. keep raising your voice. we are doing something even if its the bare minimum so pls dont stop reposting and sharing updates. it helps a lot. Palestine will be free.",2,"-1","",17,1285
"1567",14361,"I cant believe how many people let Free Palestine be equated wAntisemitism. They are not remotely the same thing. At fucking all. Not only is it a whole ass lie its also incredibly dangerous rhetoric. And were already seeing consequences of that rhetoric spreading.",2,"-1","",17,1775
"1568",14366,". all media should be demanding a ceasefire. All editorial boards should be demanding a ceasefire instead of fomenting genocidal war and aiding and abetting mass atrocities. Gaza Palestine Genocide Freedom Ahli Hospital",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",17,832
"1569",14396,"claimed they had VIDEO PROOF that Hamas hit the hospital then they DELETED it after 26 minutes as it showed NOTHING. Now the most sophisticated intelligence operation in the world posted random audio clips  wants you to believe this is proof? They are lying!",2,"-1","",18,106465
"1570",14399,"Why is their an Israeli fighter jet flying above the hospital at the time it was bombed if Israel didnt bomb it? Also why are the Hamas missiles Israel claims hit the hospital all flying in the opposite direction of the hospital? Israel did it!",2,"-1","",18,87133
"1571",14480,"ISRAELI CRATER PARKING LOT CLAIM EXPOSED Israel's final claim is that the lack of craters at the AlAhli Hospital in Gaza rules out that it was Israeli IOF bombs This is the last lie because JDAM includes the MK.83 GBU32 and GBU39 does have an airburst mode which does not",2,"-1","",18,22263
"1572",14482,"The leaders of the countries surrounding Israel are all backing out of a planned meeting with Joe Biden. Under democrat leadership the President of The United States doesnt command the authority to get a meeting. Its hard to believe how far weve fallen till you watch Biden",2,"0","",18,34690
"1573",14523,"to answer this seriously its bc having a foothold in israel means having a foothold in the middle east and therefore taking our oil this is why they start so many fuckin wars and genocides with us because they want our resources",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,26511
"1574",14524,"the literal president of israel is from philly??? as in united states PHILADELPHIA? ??",2,"0","",18,46723
"1575",14530,"Iran's foreign minister calls for OIL EMBARGO against Israel.",2,"-1","",18,32515
"1576",14543,"Israel used white phosphorus Cut the supply lines Cut the power and water Gave permission to evacuate then bombed the evacuees Bombed ambulances Bombed a hospital And still not held accountable for their war crimes International laws are an illusion",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,8384
"1577",14552,"Israel lives while you commit heinous war crimes in Gaza  innocent Palestinians die",2,"-1","",18,18733
"1578",14578,"Israel said they were gonna bomb hospitals all week long",2,"-1","",18,12053
"1579",14583,"Some quick thoughts on why large parts of the mainstream media keep slipping up on GazaIsrael and why it was the same at times with Covid The main reason is a failure to keep pace with modern news gathering techniques but theres more.",2,"0","",18,14150
"1580",14592,"Now I see why so many in the Middle East chant Death to Israel.",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,17985
"1581",14604,"Zionists have been calling on the police to arrest me because of my criticisms of Israel and my support for Palestine. Cast your mind back 40 years. Can you imagine supporters of apartheid South Africa being taken seriously let alone being invited by the police to complain",2,"-1","",18,9529
"1582",14609,"Note to whomever is doing the speechwriting forbut in the last few weeks he has done three one on democracy and two on Israel that are not only the best of his career but among the best of any recent president. They will all be remembered.",2,"1","",18,17436
"1583",14615,"TV NEW PRODUCERS NEVER REPORT NUMBERS OF KILLED AND INJURED CIVILIANS GIVEN BY A TERRORIST ORGANIZATION AS A FACT. almost universally said Israel carried out an air strike that killed 500 civilians mainly women and children. None of that was known. None is",2,"1","",18,10312
"1584",14617,"Images of the destruction of the AlNuseirat Bakery which supplied bread to over 100000 people. When hit the bakery's gas tank exploded and killed all those queuing for bread. I wonder if Israel will pretend it didn't do this either.",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,6459
"1585",14619,"On October 7 2023 Hamas entered Israel and slaughtered 1400 Israelis.I have tons of family members in Israel so it is certainly a tragedy that has personal undertones.Over the past 11 days I've weighed in on this tragedy in a very measured and rational manner.That has",2,"1","",18,16057
"1586",14650,"The situation in Gaza is desperate. Please let everything possible be done to avoid a humanitarian catastrophe. The possible widening of the conflict is disturbing. Let the weapons be silenced let the cry for peace be heard from the poor from the people from the children!",2,"-1","",18,31143
"1587",14673,"The conflict in Gaza is affecting destroying and even taking the lives of thousands of civilians every day. Donations Prayers and Spreading the word are three things we can do to help them. It only requires a small amount of the time we spend scrolling through social media",2,"-1","",18,2225
"1588",14738,"the main racist assumption at the heart of every illinformed overly confident America's view on the IsraelPalestinian conflict is that all arabs are interchangeable that Palestinians can simply become Egyptians or Jordanians like we go from Texas to Illinois.",2,"-1","",18,1219
"1589",14768,"Shares can only be a conflict of interest if you are a LW politician.",2,"0","",18,171
"1590",14798,"Mohamed Salah has spoken out on the ongoing conflict in Gaza",2,"0","",18,340
"1591",14816,"Hundreds have fled villages in southern Lebanon fearing further escalation in the conflict between Israel and Hezbollah We have neither the capacity nor the resources.",2,"0","",18,59
"1592",14831,"An Algerian student was drop from the sixth floor by his colleagues due to his position in the conflict the American university says that it was a suicide and there is no criminal act PalestineGenocide Gaza USA",2,"-1","",18,23
"1593",14845,"Pope Francis Announces Prayer Vigil Day of Fasting for Peace in IsraelHamas War I urge believers to take just one side in this conflict that of peace. But not in wordsin prayer with total dedication.",2,"0","",18,42
"1594",14872,"A slew of misinformation disinformation and conspiracy theories about the ongoing conflict are percolating to spread on social media. The following is a sampling of those false or misleading narratives and the truth of each case.",2,"0","",18,19
"1595",14897,"I wonder how the Avengers would handle the IsraelGaza conflict",2,"0","",18,95
"1596",14912,"King Charles mourns 'heartbreaking loss of life' and calls for tolerance and respect amid IsraelHamas conflict",2,"0","",18,34
"1597",14923,"This is why during high profile conflicts we are so profoundly traumatised. Not only by the conflict itself but by watching powerful people take sides with other powerful people.",2,"0","",18,126
"1598",14979,"I think its very WELL pass the conflict of picking a side hey. There is quite literally only one country causing a literal genocide. Its not that hard for fucks sake",2,"-1","",18,27
"1599",14984,"Liberation is violentlook at any other ethnic conflict in history South African apartheid bangladesh liberation war the troubles peaceful resistance does not get you freedom",2,"-1","",18,21
"1600",14997,"To demand a ceasefire when you havent even demanded that the terrorists release the hostages they took that instigated the conflict is extremely revealing.",2,"1","",18,20
"1601",15040,"As more and more evidence emerges suggesting that Hamas was responsible for the hospital attack in Gaza the world's concern about the alleged 600 deaths in the incident is going down. As if their lives only matter if they were victims of Israeli strikes. No accountability for",2,"0","",18,13962
"1602",15045,"lesson to journalists maybe dont trust hamas as your sole source?",2,"1","",18,18747
"1603",15050,"Rashida Tlaibs net worth is 27M The Rash went from being a 174K public servant to a multimillionaire Hamas pube flosser",2,"1","",18,5899
"1604",15065,"How did Hamas get intel to enable them to strike Israel with the biggest massacre of Jews since the Holocaust?",2,"-1","",18,1992
"1605",15066,"Sensational early reporting on the scale of Hamas crypto fundraising significantly misstated the amounts involved. In this important debunking Chainalysis shows how actual terrorist usage may be 12of1 of the previously reported numbers.",2,"0","",18,1154
"1606",15101,"JUST IN Wait a second!!! If these proPalestineHamas supporters can protest outside the Capitol and I dont see gates and not be called insurrectionists why cant Trump supporters??",2,"1","",18,581
"1607",15139,"Today Whose land is it anyway? Is Israel really a colonizer in the manner that Hamas and many progressive activists insist? What are the roots of the clash between Islamic radicals and the West? Watch! WHOSE LAND? Dinesh DSouza Podcast Ep688",2,"0","",18,424
"1608",15195,"TRUMP Biden is over in Israel and hes giving money to the Palestinians I think its very inappropriate Yup. But small correctionJoe Biden gave our money to Hamas TERRORISTS.",2,"1","",18,205
"1609",15214,". spoke with counterparts from the United Kingdom France Japan Germany and Italy about Israels right to defend itself in the wake of Hamas brutal and barbaric terrorist attacks.",2,"1","",18,154
"1610",15227,"'Squad' Rep. Tlaib ignores US intel about Gaza hospital sides with Hamas over Biden admin",2,"-1","",18,120
"1611",15232,"The media rushed to report Hamas' accusation that Israel bombed a hospital in Gaza killing hundreds. Despite requiring no proof to report a fake Israeli strike they quickly noted that they could not independently verify Israel's exonerating evidence.",2,"1","",18,129
"1612",15266,"Israel needs to Arrest and intern all relatives of Hamas members that live in Jerusalem put them into POW camps with red crescent supervision bomb without warning ALL Hamas  Islamic Jihad homes. Thread",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,155
"1613",15315,"Doctors in Gaza are struggling to manage the thousands of patients injured by the brutal Israeli airstrikes This was a doctors agonizing reaction to the desperation inside a Gaza hospital",2,"-1","",18,115286
"1614",15319,"BREAKING Medical staff at ANOTHER Gaza hospital alQuds cower in fear as Israeli missiles rain down on them.",2,"-1","",18,66461
"1615",15382,"Silence Zionist we just want peace in Gaza. Stop pushing WAR PROPAGANDA!",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,20791
"1616",15406,"BREAKING Palestinian health ministry says Gaza death toll has risen to 3478",2,"0","",18,8382
"1617",15407,"Who was behind the Gaza hospital blast  visual investigationreports.",2,"0","",18,7980
"1618",15434,"The Israeli air strikes against civilians in Gaza continue . GazaEvacuation Gazagenocide IsraeliNewNazism",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,2211
"1619",15449,"They painted a mural of George Floyd in Gaza City. Hamas BLM DSA and academic decolonizationsame ideology same bloodlust.",2,"1","",18,3625
"1620",15473,"Israeli Police Chief Kobi Shabtai declares the force will have zero tolerance for proHamas protests within Israel. Whoever wants to be a citizen of Israel welcome. Anyone who wants to identify with Gaza is welcome to  I will put them on buses that will get them there.",2,"1","",18,2265
"1621",15485,"Immediately after the war criminals plane left Biden  Israel sent him a gift of blood through a Zionist holocaust that targeted children at Gaza ... Here you go... curses on all the silent submissive and negligent people. GazaGenocide Israel",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,775
"1622",15496,"Democratic Rep. Rashida Tlaib refused to apologize Wednesday for saying Tuesday that Israel is to blame for the hospital explosion that day in Gaza an accusation that sparked political backlash against Tlaib from Republicans as Israel denies fault.",2,"-1","",18,1576
"1623",15522,"President Biden responds to skepticism of Israel denying involvement in the Gaza hospital explosion I can understand why in this circumstance they wouldn't believe ... I don't say things like that unless I have faith in the source from which I've gotten it.",2,"0","",18,1104
"1624",15526,"List of brands that support Palestine!",2,"-1","",18,89656
"1625",15553,"children of Palestine are the children of Jannah",2,"-1","",18,8710
"1626",15562,"I think this is the first time since October 7th that Ive seen unequivocal solidarity with Palestine from a nonArab on British media. credit tothanks for not holding back",2,"-1","",18,7092
"1627",15569,"Arab players are being banned by their clubs for ASKING to Free Palestine.. While this one throws fuced up claims that Arabs are killing their own women  children with not a single voice to be heard from SPURS or the EPL.. Same old hypocrisy",2,"-1","",18,4928
"1628",15571,"I was so mad about people speaking out for Palestine I almost became transphobic ",2,"1","",18,25424
"1629",15584,"We swear to God that we will never leave Gaza except over our dead bodies. PalestineGenocide   GazaAttack ZionistTerror Palestine GazaCity",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,3588
"1630",15609,"Israel's entire history has been based on a foundation of lies. It ethnically cleansed Palestine in a mass terror campaign with killings rapes torture poisoning of wells then presented itself as the victim. More on this genocide of Palestine by Isreali historian Ilan Papp",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,3126
"1631",15614,"Israel blew up a hospital in Palestine and killed innocent people .. Do not remain silent about the truth spread this message to the whole world please EnoughIsEnough TheRealImage IsraelTerorrist IsraelAttack",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,1891
"1632",15616,"Proud to be Muslim! Alhamdulillah Prayers for Palestine",2,"-1","",18,10078
"1633",15637,"Now when I post something in support of Palestine I brace myself.  respect this moment has inspired",2,"-1","",18,7300
"1634",15652,"Another massacre in Gaza dozens of murdered and injured children and women IsraelTerorrist Gaza Palestine Gazagenocide IsraeliNewNazism PalestineGenocide",2,NA,"The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766",18,1713
"1635",15660,"Greek's rallies in support of Palestine. This is the first time that from every corner of the world protests are originating.",2,"-1","",18,1875
"1636",15668,"Pakistan cricket team players tweeting in support of Palestine is the best thing to happen today. Prayers for the people of Palestine as well as for the safety of our World Cup squad in India.",2,"-1","",18,5035
"1637",15669,"Democrat Rep. Rashida Tlaib  blasts Biden and her fellow Democrats over Palestine says When are we going to stop the oppression of the indigenous people? When are we going to say enough is enough? WATCH",2,"-1","",18,1893
"1638",15700,"the samidoun palestinian prisoner solidarity network has created this calendar which includes events and actions happening around the world in support of resistance for palestine!",2,"-1","",18,923
"1639",15761,"Israel just bombed the Church of Saint Porphyrius in Gaza which was serving as a refuge for displaced people. It is over a thousand years old.",2,"-1","",19,109418
"1640",15762,"The former President of Malaysia has CONFIRMED that Israel BOMBED the Gaza Baptist Hospital.",2,"-1","",19,104012
"1641",15789,"Israel's total blockade of Gaza from medical supplies has meant doctors are treating serious wounds of people with vinegar. Operations without anaesthetic. It takes a truly sick person to try and justify what is being done to these people.",2,"-1","",19,37138
