text,Sentiment
"Take a look at what an evil, female terrorist looks like! 
 

 Jamila al-Shanti is the terrorist widow of Hamas co-founder. She’s also the first woman elected to the terror groups political bureau. [their highest decision-making body] 
 

 She is NOT able to make anymore evil… https://t.co/ASUu3HVcIg",Pro-Palestine
"Until a few years ago I also supported Israel over Palestine because I believed the BS version of history and events I was told 
 

 The majority of people angry and yelling at me haven't done a deep dive nor even visited Israel or the West Bank 
 

 Hamas Is a disgusting terrorist…",Pro-Palestine
"A message from Dr. Phil on Israel, Hamas, and our own moral compass. https://t.co/oT8Kw7wZwO",Neutral/None
"I just spoke with the two Americans released today after being held hostage by Hamas. I let them know that their government will fully support them as they recover and heal.
  
 Jill and I will continue holding close in our hearts all the families of unaccounted for Americans. https://t.co/oXk6gfrD8M",Pro-Palestine
"Lisa Hajjar is your Professor and Department Chair @ucsantabarbara - are you ok with her celebrating Hamas’ devastating actions of October 7th that included the beheading of babies, raping of teenagers, and kidnapping of Holocaust survivors? https://t.co/dNFpxS7TjZ",Pro-Palestine
"If this isn’t your definition of a Hamas terrorist, then you are using it incorrectly. https://t.co/rQNOYmrh5i",Pro-Palestine
"🇮🇱 Piers where is your proof that Hamas beheaded babies and bombed their own hospital? I’ll wait…
 

 🇺🇸 By the way I am BANNING you from America forever. You are no longer welcome in our country.",Pro-Palestine
"A major scandal is unfolding in Sweden.
 

 The Swedish Left Party (used to call themselves communists until 1989) has sent funds through its aid organization to DFLP in Gaza.
 

 The Palestinian group (also communists) sent armed units into Israel on October 7th together with Hamas. https://t.co/dQTXiDDk9N",Pro-Palestine
"While the declaration of independence charter of Israel does not discriminate between Jews and Muslims, the charter of Hamas, democratically elected by the Gazans, exhorts Muslims to kill Jews.
 

 This and five other facts that expose the anti-Israel propaganda of Islamists: https://t.co/TGWVIr19S8",Pro-Palestine
"SORPRENDENTE 👇👇
 

 🇮🇱 Yasmin Porat, superviviente al asalto de Hamás a los asentamientos cerca de la frontera de Gaza el 7 de octubre, en el kibbutz Beri, afirma que los civiles israelíes fueron “indudablemente” as3sin4dos por sus propias tropas.
 

 💬 “Eliminaron a todos,… https://t.co/to4BFg7Eev",Neutral/None
Más Madrid debería ir 15 días a comprobar en persona cómo es la vida en manos de Hamás. https://t.co/O93HCsCllM,Neutral/None
"Attached is a recording of a conversation between Hamas operatives regarding the Islamic Jihad failed rocket launch on the hospital on October 17, 2023: https://t.co/mjsBPerDMe",Pro-Palestine
"“Hamas presents itself to the world as having returned the women they took hostage on humanitarian grounds, while Hamas is in fact a murderous terrorist organization that right now is holding infants, children, women and elderly people hostage in the Gaza Strip, and continuing to…",Pro-Palestine
"Meet the former PLO spokeswoman now working at the Department of Homeland Security assessing asylum claims. 
 

 Her response to Hamas terrorism: ""Fuck Israel, the government, and its military. Are you ready for your downfall?""
 

 And she's still employed.
 https://t.co/eq3NIS42Zg",Neutral/None
"CAUGHT RED-HANDED. @CocaCola deletes its support for BLM.
 

 One screenshot is of @CocaCola's website before BLM supported Hamas parachuting into a concert to kill Israeli civilians.
 

 The other is from this morning.
 

 Editing your website is not enough. Americans DEMAND an apology. https://t.co/WKRdxVrTu8",Neutral/None
🇬🇧 Una mujer de la prestigiosa London School of Economics @LSE fue sorprendida arrancando fotos de civiles que están secuestrados o han sido asesinados en Gaza por Hamás. https://t.co/NW38T5GqUI,Pro-Palestine
"Israel bombardeó un hospital de Gaza donde se resguardaban familias desplazadas. Murieron más de 500 personas. Muchos niños.
 Es un crimen de guerra.
 Contra toda evidencia, varios medios culparon a Hamas del bombardeo. 
 El bombardeo desinformativo es otro crimen de guerra. https://t.co/dIackTMaCq",Pro-Palestine
"🇮🇱| Estas si son verdaderas feministas y patriotas, las famosas soldados mujeres de Israel, guerreras militares que protegen a su pueblo de los terroristas de Hamas. ⚠️ ¿Apoyas a estas aguerridas damas de hierro? https://t.co/2Z42QUIY60",Neutral/None
"We’ll say it again for those of you who need a reminder.
 

 Hamas=ISIS.",Pro-Palestine
"JUST ANNOUNCED: @RashidaTlaib will be taken into custody and charged with 18 U.S. Code § 2384 - Seditious Conspiracy. 
 

 Just Kidding…  She’s a democrat in the Hamas Caucus",Pro-Palestine
"O Parlamento acaba de aprovar por esmagadora maioria uma declaração sem precedentes, condenando veementemente o ataque terrorista assassino do Hamas e apoiando o direito de Israel se defender. 
 

 A resolução, que também apela à eliminação do Hamas e à libertação imediata de todos… https://t.co/KKCMfVs4xg",Neutral/None
"Realize this:
 

 The anti-Israel rallies around the world started *after* the October 7 Hamas massacre but *before* Israel started carrying out airstrikes targeting Hamas in Gaza.
 

 They weren't protests of Israel's actions. They were celebrations of the slaughter of Jews.",Pro-Palestine
"""Lo de Palestina es la operación de limpieza étnica mas larga del siglo 20 y 21, es la prisión al aire libre mas grande del mundo. Lo peor que puedas decir de Hamas, es multiplicado por 1000 a lo que hace la ocupación todos los dias en Palestina"".
 

 Gabor Mate, medico judio… https://t.co/1nhuflWV84",Pro-Palestine
"The Palestinians elected Hamas in a landslide carrying 76 seats in their Parliament.
 So yeah. They do represent the Palestinian people. Literally.",Pro-Palestine
"War With Hamas 
 2 week recap:
 

 🔻6,900+ rockets fired from Gaza at Israel (450+ failed launches inside Gaza). 
 

 🔻1,400+ killed.
 🔻4,600+ injured. 
 🔻200+ hostages taken.
 

 🔻1,000+ Hamas terrorists neutralized, many after infiltrating Israel. 
 🔻Dozens of senior Hamas terrorist…",Pro-Palestine
"""Are you talking about erasing a people?""
 

 @krishgm asks the Israeli Ambassador to the UK how it is possible to ""erase Hamas"" without causing ""massive civilian casualties"". https://t.co/oZE0o2HiKZ",Neutral/None
"Reparem na ""evolução"" das manchetes:
 

 1ª Manchete: ""Ataque israelense mata centenas em hospital, dizem palestinos (Hamas)""
 

 2ª Manchete: ""Pelo menos 500 mortos em um ataque em hospital de Gaza, dizem palestinos (Hamas)""
 

 3ª Manchete: ""Pelo menos 500 mortos em explosão em hospital… https://t.co/vUYFmlUMyC",Pro-Palestine
"Los Hermanos Musulmanes, responsables de la creación de Hamás, dudando de como celebrar el Orgullo LGTB: 
 🔥""¿Los quemamos""?
 🏨 ""¡No, que horror! Mejor los lanzamos desde alto y los rematamos abajo""
 🪨 ""¡Burros! Los matamos a pedradas y listo"" https://t.co/FuSJ0tzDkU",Neutral/None
"Senador Marco Rubio: ""Quem apoia o Hamas terá seu visto americano cancelado."" 🇺🇸🇧🇷
 

 COMPARTILHEM ESSE VÍDEO, É MUITO IMPORTANTE. https://t.co/wyS5J53cdH",Pro-Palestine
"Amichai Shindler and his family of six children live on Kibbutz Kerem Shalom, less than 100 meters from the southern tip of Gaza.
 

 On October 7, the family ran to their saferoom when Hamas burst into their house. Amichai held the fortified room’s door shut tight as his wife and… https://t.co/tJDvxmFK0y",Pro-Palestine
"""Why don't Palestinians condemn Hamas?""
 Serious answer:
 1- Most despise this litmus test to qualify as human
 2- Most think it'll make no difference &amp; Israel will exploit any condemnations to say ""Palestinians agree that Hamas should be wiped out"" (which means wiping out Gaza)..🧵",Pro-Palestine
"Un padre israelí cuyos hijos han sido raptados por Hamás estalla: «Se han olvidado quién voló los trenes de Atocha».
 

 «¿Derechos humanos? Os invito a ir a Gaza y abrir la boca».
 

 «Si defienden a Hamás son lo mismo que Hamás». https://t.co/zW8AeQ7wr0",Neutral/None
"Al terrorismo se le condena sin ambivalencias, sin ambages morales para tratar de defender lo indefendible. 
 

 Hamás, desde su fundación, se ha propuesto acabar con el pueblo de Israel y el pueblo judío; este está en todo su derecho a defenderse, pero esta acción deber ser… https://t.co/Jz88hwUnk7",Pro-Israel
"Aleela Taylor, a recent law school graduate in Miami, ripped down photos of Israeli children kidnapped by Hamas. When confronted, she said, ""You're trying to shame me over civilians that have been murdered for decades...I don't give a f**k what you think I'm supporting""… https://t.co/mehApDchev",Neutral/None
"BREAKING: ABC News reports that Israel's Economy Minister says hostages and civilian casualties will be secondary to the priority of destroying Hamas, adding that its tunnel network will become the 'world’s biggest cemetery'.",Neutral/None
"At some point, some will have to reconcile themselves to the fact that while many Palestinian civilians did not take part in the massacre, many almost certainly cheered it. The savagery and rot that pervades the Hamas terrorist is not exclusive to the terrorists themselves. Same…",Pro-Palestine
Liberals Replace Star Of David On 'Coexist' Sticker With Hamas Paraglider https://t.co/eJh6TUjaGG https://t.co/gpasaA6UaI,Neutral/None
"🇮🇱 | ÚLTIMA HORA: Las Fuerzas de Defensa de Israel acaban de ELIMINAR a Abu Al Sahar, uno de los miembros más importantes del alto rango militar del grupo terrorista Hamas. Están cayendo uno por uno. https://t.co/jQEVJ4W3Wq",Neutral/None
"The bodies of Carmela and Noya Dan have been found. Both were murdered by Hamas. 
 

 Terrorists murdered a grandmother and a little girl. Hamas is the epitome of evil. 
 

 May their memories be blessed 🕯️🕯️ https://t.co/ph8ExnrV1H",Pro-Palestine
"HAMAS GUY 1: my slaves heard a really loud blast
 HAMAS GUY 2: Allah praise evil
 HAMAS GUY 1: Bishmallah. let’s exaggerate the death toll to endanger the one place on earth Jews are safe 
 HAMAS GUY 2: Rawr XD",Pro-Palestine
"Not a word condemning Islamic Jihad for causing the hospital explosion in Gaza and killing hundreds of Palestinian civilians.  
 

 Not a word from the UN. 
 

 Not a word from Israel’s usual critics, who rushed to judgement with a blood libel.  
 

 Not a word from Hamas (no surprises).…",Pro-Palestine
We’re hearing calls for Hamas to release all their hostages (read: sacrifice leverage for nothing) from people who have not once called for “Israel” to release the hundreds of Palestinian children and thousands of others currently imprisoned without charge. Shameful hypocrisy.,Neutral/None
"Media barat memburukkan Hamas, kononnya kumpulan pengganas yang membuatkan Israel menyerang balas. 
 

 Persoalannya sekarang: Hamas tidak menguasai Tebing Barat. Kenapa penduduk Palestin di sana dibunuh dan tanah dirampas? 
 

 Apa justifikasinya, apa lagi dalihnya? https://t.co/mmvmnDj9zb",Neutral/None
"Raz is 5. Aviv is 2.
 

 Both little girls are being held captive by Hamas in Gaza. 
 

 Raz and Aviv have been away from home two weeks now. Enough is enough. Add your voice. Demand their return. 
 

 #BringThemBack https://t.co/1E0VbkSA24",Pro-Palestine
"Israeli hospital bombarded with Hamas rockets last week…when the international media didn’t care. 
 

 The hypocrisy is nauseating. 
 

 https://t.co/AOOlnqEHAR",Neutral/None
"At 6pm today I will attempt to pass by unanimous consent a Senate resolution calling on the Biden Administration to apply our current law and revoke the visas of any foreign nationals who support the terrorists organization Hamas
 

 It takes only one Senator to block this &amp;…",Pro-Palestine
"Mahmoud Tzabih, Hamas Senior Engineer, and Weapons Developer. Eliminated. https://t.co/2pMMrXsooS",Pro-Palestine
Shabbat dinner table with a seat for each one of the hostages still held by Hamas. At least 30 of them are children 💔 https://t.co/TOudKnSsne,Pro-Palestine
"Two of the hostages, mother and daughter Yehudit Tai and Natali Shoshana Raanan were released by the Hamas terror organization and were transferred to the Israeli border via the Red Cross.
 

 They are on their way to an army base in central Israel were their families are anxiously… https://t.co/xCGFfVEQa1",Neutral/None
"🇫🇷🇮🇱 | ÚLTIMA HORA: La policía de Francia está comenzando a reprimir y llevarse detenidos a manifestantes a favor del grupo terrorista Hamas, tal como lo ordenó el Ministerio del Interior. https://t.co/rmwcnOAHVd",Pro-Palestine
"Itay and Hadar Berdichevsky’s 10-month-old twins lay next to their parents bodies for roughly 12 hours. 
 

 The couple was murdered while trying to protect their baby boys from Palestinian Hamas terrorists who broke into their home in Kibbutz Kfar Aza. 
 

 A neighbor heard the… https://t.co/Zzvlri2RM4",Pro-Palestine
"Pengasas Hamas ni Sheikh Ahmed Yassin, dia berkerusi roda sejak umur 12 tahun. Dia tok imam. Basically kau bayangkan tok imam yg handicap. Dan ironinya, cara dia dibunuh Israel dengan helicopter - tembak pakai peluru berpandu masa nk gi solat subuh. Siapa yang terrorist skang ni?",Neutral/None
"🚨| ☪️ Los líderes de Hamás viven una vida de lujo mientras dejan a su propio pueblo en la pobreza🤕
 

  • Jets privados.
  • Banquetes llenos de comida
  • Gimnasios privados
  • El líder de Hamás, Ismail Haniyeh, tiene un patrimonio neto personal de 4.000 millones de dólares y… https://t.co/2V07wiS4RU",Neutral/None
"🇵🇸🇮🇱🚨‼️ Westbank, there is no Hamas there …
 

 Cold blooded … https://t.co/VuoF5PSwOh",Pro-Palestine
"London police report a 1,353% rise in antisemitic hate crimes since Hamas onslaught.
 

 Let me say that again. One thousand three hundred and fifty-three percent.",Pro-Palestine
"Same Hamas terrorists lady 
 Playing Aggression &amp; Victim Card side by side 
 They have mastered this art …and have full support of toolkit gang 
 #Israel_under_attack https://t.co/643XZs9Cyn",Neutral/None
"Speaker Jim Jordan would have already ordered an investigation into the violent Hamas terrorist insurrection at the Capitol Today.
 

 The pro-Hamas insurrectionists currently occupying the US Capitol are openly threatening Cops &amp; Members Of Congress, storming congressional offices… https://t.co/tuiIu9b0aJ",Pro-Palestine
"Young Israeli girls screams “please help me” but is quickly shot dead by Hamas terrorists.
 

 Her death is not visible in the video 
  https://t.co/rFgTJlTskj",Neutral/None
"Every year, Hamas gives thousands of American college students free vacations to Gaza; these students are fed pro-palestinian talking points in a hedonistic yet wholesome, summer-camp like atmosphere",Pro-Palestine
.@petrogustavo Se le pelaron las rodillas de tanto arrodillarse a Hamas.,Pro-Palestine
"In Greece, illegal immigrants support Hamas. Here's who's coming to your neighborhood in Europe. This madness must be stopped now. https://t.co/PgjleDCH6R",Pro-Palestine
"REMOVE @RashidaTlaib from Congress!! Unlike Trump, she actually incited an insurrection of Pro Hamas Lunatics that took over the Capital!!",Pro-Palestine
"No U.S. tax dollars to the Gaza Strip.
 

 Hamas is holding American hostages and Biden wants to fund them?
 

 I challenge every Republican running to step up to the plate and oppose Biden’s $100 million gift to Hamas. https://t.co/h0wPS6bAKs",Pro-Palestine
"But the damage from Hamas propaganda was done, a PR victory for terror thanks to the NY Times and other credulous liberal media. This led to canceling Biden's other meetings and reducing US influence by tying it to Israel alone, which will lead to greater bloodshed in the region.",Neutral/None
"We cannot let petty, partisan, angry politics get in the way of our responsibilities as a nation.
 

 We cannot—and will not—let terrorists like Hamas and tyrants like Putin win.
 

 I refuse to let that happen.",Pro-Palestine
"This is Maayan, my husband’s relative. Balloons from her 18th birthday still lingered at home when Hamas used a neighbour to trick their way in to kill her. They livestreamed the family for hours then took her father to Gaza covered in his child’s blood. 
 

 The evil. It’s too big. https://t.co/F86JZJbuu5",Pro-Palestine
"Hamas Disappointed Liberals Don't Believe They Massacred Jews After They Went To All The Trouble To Livestream It 
 https://t.co/iFkauCOBwM https://t.co/Kh9m1dPR6E",Pro-Palestine
"🇮🇱🇵🇸 | LO ÚLTIMO: Las Fuerzas de Defensa de Israel confirman la eliminación de Jamila al-Shanti, fundadora de la rama femenina de Hamás, vinculada al adoctrinamiento infantil y represión de mujeres palestinas. https://t.co/Knjd5tJYe0",Pro-Israel
Así los asquerosos comunistas y terroristas se molesten esta es la verdad de Hamas: https://t.co/qIEtnZL1jh,Pro-Palestine
"EL NEGOCIO DE LA GUERRA ENTRE ISRAEL Y HAMÁS
 

 — Las grandes petroleras ganan entre un 10 y 12% más en dos semanas de conflicto
 –– Los fabricantes de armas se disparan en bolsa más de 35.000 millones 
 — Los contratos de defensa de Israel favorecen a USA y Alemania https://t.co/6R07AFk2M0",Pro-Israel
"It's fine to hope that Hamas ""doesn't represent Palestinians,"" as Abbas says. But then why does he refuse to condemn the Hamas terrorist attack? Because he knows it would be unpopular with his supporters and sponsors.",Pro-Palestine
"This is absolutely shocking!
 Do you see the body bag? Do you see the knife coming out? This is the body of a baby murdered with a knife so large that it penetrated his head and came out on the other side...
 More documentation of the brutal massacre of Hamas-ISIS!!!
 Share so the… https://t.co/U2vYsZJqBO",Pro-Palestine
🚨| Terroristas de Hamas asesinaron a una niña pequeña que gritaba pidiendo auxilio antes de ser masacrada a tiros. Esto no tiene perdón y no se puede justificar bajo ningún concepto. https://t.co/fq3eP3VuSZ,Pro-Palestine
"Escena 1: Israel usa imágenes de Al Jazeera para decir que no fueron ellos sino Hamás quienes bombardearon el hospital
 

 Escena 2: Al Jazeera hace una investigación y deja en evidencia que no fue Hamás sino Israel el que bombardeó el hospital
 

 Escena 3: Israel cierra a Al Jazeera…",Pro-Israel
This video explains why you should support Hamas. https://t.co/PzySw5ZEKo,Pro-Palestine
"""Based on what I have seen, it appears explosion on hospital in Gaza was done by the other team(Hamas), not you"" 
 

 Biden gives clean chit to Israel. Islamists and leftists will go in hiding now 😂 https://t.co/bN5SEDSZwF",Pro-Palestine
"Once again the Mainstream Media caused a Total Meltdown of People around the World last night who thought that Israel had Purposefully Bombed a 1,000-Year-Old Church which was being used as a Shelter by Palestinian-Christians; how quickly everyone seems to forget that Hamas is…",Neutral/None
WARNING: Watching the internal Democratic infighting on Twitter over HAMAS’s mass slaughter &amp; their responsibility for fighting in Gaza is hard to swallow. In ONE YEAR we are all going to be given a litmus test. Not on race or religion but to our own personal loyalty to America…,Pro-Palestine
"Shocker.
 

 Still waiting for all of your apologies and condemnations of Hamas.",Pro-Palestine
"Thread on Fake News shared by Hamas terrorist sympathizer against Israel in last 10 days.
 

 Pic1- Old pic, atleast 9 years old.
 

 Pic2- Old pic, atleast 9 years old.
  
 Pic3- Old Video, 10 years old from Syria.
  
 Pic4- Old video of earthquake. https://t.co/p1lNYvy3LN",Neutral/None
"Sokongan kita terhadap rakyat Palestin tidak terhad kepada sekadar kemanusiaan, kita menyokong penuh perjuangan Hamas dan para pejuang Palestin yang berjuang mendapatkan semula tanah air mereka dan membebaskan Masjid Al-Aqsa. RT jika anda bersama.",Pro-Palestine
🚨| La policía de países bajos detienen a manifestantes pro terroristas de Hamas con bandera Palestina. En los Países Bajos están prohibidas las manifestaciones pro-palestinas y pro-Hamas en aeropuertos y estaciones de tren. ⚠️ ¿Apoyas este excelente accionar policial? https://t.co/ztEGzzH25a,Pro-Palestine
"I just tried to pass my resolution calling on the President to enforce the law,revoke visas &amp; initiate deportation proceedings for any FOREIGN NATIONAL here in America who supports the terrorist activities of Hamas 
 

 But a Senate Democrat came to floor to object &amp; blocked it https://t.co/qqyYwhrLFT",Pro-Palestine
"Hamas is a terrorist organization.
 

 This is not a controversial stance.
 

 This is not a statement that is up for debate. 
 

 We do not need a discussion. 
 

 We do not need to hear from the devil’s advocates arguing it’s actually a “complex issue” and we need to “contextualise” Hamas.",Pro-Palestine
"Ningún cráter de misil, ningún edificio derrumbado, ni una ventana rota... ¿Dónde están las 500 personas que Hamás afirmó que habían muerto? ¿todas en ese aparcamiento? Maniobra de propaganda fallida para agitar el avispero islámico y seguir polarizando al mundo, y a ti. https://t.co/6elPVngOWT",Neutral/None
Anti-Hamas billboard taken down in New Jersey after over 100 complaint calls to police https://t.co/YtaZASEV9M https://t.co/nqUAjBJ7N3,Pro-Palestine
"El dolor provocado por el terrorismo de #Hamas: sus padres y hermanas fueron asesinadas
 

 Hoy el pequeño Ariel nos rompió el corazón al ver imágenes de su llanto en el funeral de su familia. 
 

 Su papá, Yaniv, su mamá, Yasmin, sus hermanas Techelet y Keshet, fueron todos asesinados… https://t.co/5D4YIfplN2",Pro-Palestine
BREAKING: Germany's interior minister calls for deporting Hamas supporters where possible,Pro-Palestine
"zionists are constantly posting about how alone they feel/no one cares about israel/everyone is defending hamas, but our government gives billions to israel every year and people who are posting in support of palestine are getting fired from their jobs and visited by the FBI",Neutral/None
"Today, the first convoy of humanitarian assistance since Hamas’ terrorist attack on Israel arrived in Gaza and reached Palestinians in need.
 

 The opening of this essential supply route was the result of days of diplomatic engagement at the highest levels.",Pro-Palestine
"Information warfare is dangerous as is, even more so in the hands of terrorist organizations. This is how Hamas lies and why: https://t.co/JYqi1YO1yZ",Pro-Palestine
"Really scary.
 

 They said Israel targeted the hospital.
 

 They said the hospital was hit in a direct strike
 

 They said 500+ died.
 

 All lies. Every part of it. And it was repeated by almost every major media outlet.
 

 Why has Western media turned into a Hamas propaganda arm?",Neutral/None
"False! Mistranslated quote from ""they're saying"" to ""we're saying"". He's describing a RUMOUR not evidence
 

 These are NOT ""Hamas operatives"" unless Israel provides their full names!
 

 I reported on Hamas for a decade &amp; lived in Gaza most of my life, that's NOT how they talk at all! https://t.co/a7YrrECLPJ",Pro-Palestine
There is no Hamas here. So what’s the excuse?,Pro-Palestine
"PARA NO OLVIDAR:
 Así reaccionaron MILES de habitantes de Gaza cuando conocieron que los terroristas de Hamás habían masacrado, violado, torturado, quemado y matado a sangre fría a civiles israelíes, incluidos niños, y secuestrado a 203 personas. https://t.co/IeVOqiqLR7",Neutral/None
"Miami dentist, 31, FIRED just hours after being caught tearing down posts of Israelis kidnapped or killed by Hamas..
 

 'Instagram model' Xave Ramoul and Ahmed Elkoussa, a 31-year-old dentist were caught on camera ripping down posters of Israeli hostages in the Brickell… https://t.co/IqCOmEqsDc",Neutral/None
"#BREAKING: President of a Detroit Synagogue, Samantha Wall, has been murdered outside her home. She was stabbed several times brutally. This is a major terror crime against a Jew in United States. Michigan (Detroit) is represented by Rashida Talib who has openly supported Hamas. https://t.co/hZo2DkiFkY",Pro-Palestine
"My favorite kooky conspiracy theory is the one where Hamas spent two years coordinating and training for an attack of unprecedented scale and sophistication involving motorboats, drones and motorized paragliders in an enclosed area the size of Philadelphia which also happens to…",Pro-Palestine
"There are 200 people - as young as 9 months and as old as 95 years - being held hostage by Hamas terrorists.
 

 Their families have endured two tortuous weeks not knowing if their loved ones are among the living or among the dead.
 

 Raise your voice. Share this message. Tell their… https://t.co/Hyxmhoc38K",Pro-Palestine
"Ce soir, à Paris, place de la République, une foule soutenant le Hamas et ses ignobles exactions en hurlant Allahu Akbar à quelques mètres du Bataclan. Je n’ai plus les mots. https://t.co/ddqYLLEi5c",Pro-Palestine
"12-year-old Ariel Zohar is the only member of his family to survive the Hamas slaughter. 
 

 The anguished boy buried his parents and two sisters earlier this week. Ariel was only spared because he had gone out on an early-morning run. https://t.co/Wb6oMEVl59",Pro-Palestine
"Hamas: Israel killed 142% of our population.
 

 International media: Got it. 142%.",Neutral/None
Israeli military bulldozers are destroying the streets right now in the Nour Shams refugee camp in the northern occupied West Bank (Note there is no Hamas in the West Bank) #Gazagenocide https://t.co/f5xXNHYnPa,Pro-Palestine
"BIG BREAKING NEWS - Germany's interior minister Nancy Faeser announces that those backing Hamas will be deported from the country 🔥🔥
 

 She asks citizens to inform authorities if they see any ongoing propaganda supporting Hamas. Germany to launch MASSIVE crackdown⚡⚡
 She also… https://t.co/pwpcETkPXX",Pro-Palestine
"🚨BREAKING: Marco Rubio’s resolution calling on the President to enforce the law and revoke visas and deport Foreign Nationals who support Hamas, was BLOCKED by a Senate Democrat. 
 

 Marco Rubio released the following statement on his X account:  
 

 I just tried to pass my… https://t.co/ol0sDhPAr5",Pro-Palestine
"Hamas releases 2 out of ~210 civilian hostages.
 

 International media rn: 
 ""Give them the Nobel Peace Prize!""",Neutral/None
"Israel dice que está luchando contra Hamás, pero sus palabras y acciones sugieren que está librando una guerra contra la población de Gaza, la mitad de la cual son niños y niñas.
 

 Nuevo informe de HRW ⤵️ 
 https://t.co/bsi0YyxfSh",Neutral/None
"El corresponsal jefe de Channel 4 afirma haber analizado con expertos el audio presentado como prueba por el ejército israelí de que el ataque al hospital fue realizado por Hamás. Su conclusión: es FALSO. 
 

 Israel sigue mintiendo. Israel atacó el hospital y no era la primera vez.",Pro-Israel
"Donc si j’ai bien compris 
 

 Benzema a tweeté un message de soutien aux palestiniens :
 

 - Nadine Morano la traité d’agent de propagande du Hamas 
 - un joueur de foot israélien a été censuré pour l’avoir insulté de tous les noms  
 - Darmanin le renvoie à un lien avec les frères…",Pro-Palestine
"It took Israel 3 days to count 500 bodies of Israelis slaughtered by Hamas.
 

 Yet, Hamas could do it in a matter of minutes and blames Israel for something Israel didn’t do. https://t.co/lL4gyiKV2u",Neutral/None
"Este es el hijo del líder de Hamás, Mosab Hassan Yousef, quién se convirtió al cristianismo después de presenciar el salvajismo de Hamás.
 Habla muy claro:
 ""Hay que dividir Gaza en dos zonas y destruir como sea a Hamás, en la zona norte. No les importa el pueblo palestino."" https://t.co/pSdl46Ebn6",Pro-Palestine
"BBC:
 ""Israel is claiming the alleged killing of 1300 Zionists by Palestinian freedom fighters is a 'terrorist attack'.""
 

 BBC:
 ""Hamas authorities have confirmed with us that Israel, beyond a shadow of a doubt, unequivocally and incontrovertibly did in fact shoot nuns with laser…",Pro-Israel
"Biden is going to spend this weekend at his beach house relaxing.
 

 American citizens are being held hostage by Hamas.
 

 The House is without a Speaker.
 

 The country is falling down around us.
 

 And this BITCH is going to the BEACH!
 

 Are you kidding me?",Pro-Palestine
"Thousands of illegal immigrants in Greece shouting ""Allah Akbar"". These are the same people who celebrated the massacre of Islamic terrorists Hamas in Israel. Soon they will be in your neighborhood in Europe. This madness must be stopped now. https://t.co/ZsMSUDQ0aI",Neutral/None
"Here is the full, translated statement from the Raanan family in response to Shaun King’s bizarre claim that he played a part in getting Judith and Natalie Raanan released by Hamas:
 

 ""Today we came across bizarre posts on the Instagram page of one Shaun King, who turns out to…",Pro-Palestine
"October 7th was the day the music died. 
 

 Omer was kidnapped and is currently being held hostage in Gaza by Hamas terrorists. 
 

 His family asked that we share this video and help bring him home.
 

 Please RT. https://t.co/s4upAPKmzM",Pro-Palestine
"🇮🇱🇵🇸 Eliminado el comandante de las fuerzas de seguridad nacional del grupo terrorista Hamás.
 

 Jihad Mehisan, comandante de las fuerzas de seguridad nacional con rango equivalente al de general de división, fue dado de baja en un ataque contra su domicilio en la zona de Sheikh… https://t.co/z3lPpq0Ymv",Neutral/None
"Gaza is not under Israeli occupation. 
 

 Is is under the occupation of Hamas.",Pro-Palestine
"2 students at @BaruchCollege in New York City take pictures of themselves flipping off 8-year-old Yuval and her 4-year-old brother Uria who are both held hostage by Hamas.
 

 What’s going on at American universities? https://t.co/ssmGJu6jE1",Pro-Palestine
"La ceguera de la sociedad de Occidente. Chicas manifestándose a favor de Hamas con banderas palestinas junto a la bandera blanca de los Talibán. Me pregunto cuanto durarían vestidas así en Gaza o en Afganistán, en donde valdrían menos que un camello.
 🏴
 En esas sociedades ni… https://t.co/ynsdq7QVZs",Pro-Palestine
"As more and more evidence emerges suggesting that Hamas was responsible for the hospital attack in Gaza, the world's concern about the alleged 600 deaths in the incident is going down.
 

 As if their lives only matter if they were victims of Israeli strikes. No accountability for…",Pro-Palestine
"Ruth Peretz used to love going to music festivals.
 

 Since she had cerebral palsy, her father Erick would always take her to enjoy the music together.
 

 This was reason enough for Hamas to slaughter them. https://t.co/ZSmHE8V8UI",Pro-Palestine
"🇮🇱Cuando lo hizo Israel nos dijeron que era un bombardeo a un hospital con 600 asesinatos.
 

 🇵🇸Ahora que se sabe que fue Hamás nos dicen que es error en un parking con 10 fallecidos.
 

 A ver si captáis la retórica.",Pro-Israel
"Exactly what happened with Kashmiri Pandits in 90s , what happened in Kolkata during direct action day , what happened to millions of hindus, sikhs, jains and boudhs during Mughal rule , exactly that is repeated in Israel by Hamas",Neutral/None
"Mitt Romney is a childish, petty, vindictive, and broken man. 1) Mitt Romney does not get to assess ANYONE's warmth. 2) DeSantis is an authoritarian? That's just stupid. 3) Reminder that Mitt Romney marched with Hamas-loving BLM. https://t.co/EoBXBtWKI4",Pro-Palestine
"Duta-duta Palestin semua datang dari kerajaan Mahmoud Abbas (Fatah) ni.
 

 Jadi faham kan kenapa banyak NGO lebih memilih untuk bawa/beri bantuan direct kepada NGO di Palestin. Tak melalui kerajaan ini.
 

 Ingat, Hamas dan Fatah adalah dua kumpulan yang berbeza.",Pro-Palestine
